date,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-07-08,106779398.02665363,0.014347090684329347,755322676.6112409,0.22309065227420205,706008.3285758733,0.00021411517921796723,106114102.42596444,665295.6006891881,0.0070103407
2025-07-09,107490958.20099242,0.006855713132728515,774764176.678583,0.18207163953564612,726497.0755932601,0.00019187921449297324,104751657.447231,2739300.753761425,-0.0012651682
2025-07-10,108067066.44266203,0.005567938582242398,798182696.6102073,0.21786502161265578,748891.8873331606,0.00020834135367949242,107397576.88408843,669489.5585736083,0.0047614574
2025-07-11,108729796.35364535,0.006325956729006409,819129310.4503462,0.19382976266180704,769789.5624967772,0.00019337690798430603,108179081.82327996,550714.5303653884,0.00014102459
2025-07-14,110256682.83631195,0.01425504940821108,842155343.3281794,0.21177297898122238,792851.698996124,0.0002121050279937696,109656823.19941814,599859.636893807,0.002698779
2025-07-15,109958404.81812915,-0.0024983631470844336,864959869.9712338,0.20683124193850713,815668.4840609046,0.0002069424226979023,109356845.12284777,601559.6952813929,-0.0041626096
2025-07-16,111112433.128986,0.010703242738080706,887831869.9385769,0.2080059273792968,838551.6710646349,0.00020810766618139877,110511382.5479337,601050.5810523103,-0.00034874678
2025-07-17,112441391.85769802,0.012157950001396143,909773419.1524676,0.19747159337623002,860492.3488682968,0.00019746375077748363,111864024.77490704,577367.0827909918,0.0037243366
2025-07-18,114548203.4261429,0.018935182617377845,932045859.2371933,0.19808043743280032,882779.0690010735,0.00019820743735529317,113964562.9673829,583640.4587600008,0.0050207376
2025-07-21,115865240.07690884,0.01168438316135743,952296808.2916667,0.17678975705219663,904167.5175113025,0.00018672006954713707,113027989.15514797,2837250.9217608697,0.007160187
2025-07-22,117363561.14383651,0.013133076292189507,976700995.5894736,0.21062561370095023,927513.4881265281,0.00020149244587702974,116666089.55785328,697471.5859832321,0.0061998367
2025-07-23,116258410.6511066,-0.009101146067284538,1013560481.3709514,0.3140624349009329,964521.0679097091,0.0003153242746087588,115301758.64150034,956652.0096062617,0.0001219511
2025-07-24,116329390.60066764,0.0008638514801053014,1043085513.5566609,0.2539603975347176,993971.1184643129,0.0002533154409187985,115552151.90382706,777238.6968405792,0.0065401793
