symbol,sina_symbol,code,exchange,name,board
300229.SZ,sz300229,300229,SZ,拓尔思,创业板
300230.SZ,sz300230,300230,SZ,永利股份,创业板
300231.SZ,sz300231,300231,SZ,银信科技,创业板
300232.SZ,sz300232,300232,SZ,洲明科技,创业板
300233.SZ,sz300233,300233,SZ,金城医药,创业板
300234.SZ,sz300234,300234,SZ,开尔新材,创业板
300235.SZ,sz300235,300235,SZ,方直科技,创业板
300236.SZ,sz300236,300236,SZ,上海新阳,创业板
300237.SZ,sz300237,300237,SZ,ST美晨,创业板
300238.SZ,sz300238,300238,SZ,冠昊生物,创业板
300239.SZ,sz300239,300239,SZ,东宝生物,创业板
300240.SZ,sz300240,300240,SZ,飞力达,创业板
300241.SZ,sz300241,300241,SZ,瑞丰光电,创业板
300242.SZ,sz300242,300242,SZ,佳云科技,创业板
300243.SZ,sz300243,300243,SZ,瑞丰高材,创业板
300244.SZ,sz300244,300244,SZ,迪安诊断,创业板
300245.SZ,sz300245,300245,SZ,ST天玑,创业板
300246.SZ,sz300246,300246,SZ,宝莱特,创业板
300247.SZ,sz300247,300247,SZ,融捷健康,创业板
300248.SZ,sz300248,300248,SZ,新开普,创业板
300249.SZ,sz300249,300249,SZ,依米康,创业板
300250.SZ,sz300250,300250,SZ,初灵信息,创业板
300251.SZ,sz300251,300251,SZ,光线传媒,创业板
300252.SZ,sz300252,300252,SZ,金信诺,创业板
300253.SZ,sz300253,300253,SZ,卫宁健康,创业板
300254.SZ,sz300254,300254,SZ,仟源医药,创业板
300255.SZ,sz300255,300255,SZ,常山药业,创业板
300256.SZ,sz300256,300256,SZ,星星科技,创业板
300257.SZ,sz300257,300257,SZ,开山股份,创业板
300258.SZ,sz300258,300258,SZ,精锻科技,创业板
300259.SZ,sz300259,300259,SZ,新天科技,创业板
300260.SZ,sz300260,300260,SZ,新莱应材,创业板
300261.SZ,sz300261,300261,SZ,雅本化学,创业板
300263.SZ,sz300263,300263,SZ,隆华科技,创业板
300264.SZ,sz300264,300264,SZ,佳创视讯,创业板
300265.SZ,sz300265,300265,SZ,通光线缆,创业板
300266.SZ,sz300266,300266,SZ,兴源环境,创业板
300267.SZ,sz300267,300267,SZ,尔康制药,创业板
300268.SZ,sz300268,300268,SZ,佳沃食品,创业板
300269.SZ,sz300269,300269,SZ,联建光电,创业板
300270.SZ,sz300270,300270,SZ,中威电子,创业板
300271.SZ,sz300271,300271,SZ,华宇软件,创业板
300272.SZ,sz300272,300272,SZ,开能健康,创业板
300274.SZ,sz300274,300274,SZ,阳光电源,创业板
300275.SZ,sz300275,300275,SZ,梅安森,创业板
300276.SZ,sz300276,300276,SZ,三丰智能,创业板
300277.SZ,sz300277,300277,SZ,汽轮科技,创业板
300278.SZ,sz300278,300278,SZ,华昌达,创业板
300279.SZ,sz300279,300279,SZ,和晶科技,创业板
300281.SZ,sz300281,300281,SZ,金明精机,创业板
300283.SZ,sz300283,300283,SZ,温州宏丰,创业板
300284.SZ,sz300284,300284,SZ,苏交科,创业板
300285.SZ,sz300285,300285,SZ,国瓷材料,创业板
300286.SZ,sz300286,300286,SZ,安科瑞,创业板
300287.SZ,sz300287,300287,SZ,飞利信,创业板
300288.SZ,sz300288,300288,SZ,朗玛信息,创业板
300289.SZ,sz300289,300289,SZ,利德曼,创业板
300290.SZ,sz300290,300290,SZ,荣科科技,创业板
300291.SZ,sz300291,300291,SZ,百纳千成,创业板
300292.SZ,sz300292,300292,SZ,吴通控股,创业板
300293.SZ,sz300293,300293,SZ,蓝英装备,创业板
300294.SZ,sz300294,300294,SZ,博雅生物,创业板
300295.SZ,sz300295,300295,SZ,*ST三六,创业板
300296.SZ,sz300296,300296,SZ,利亚德,创业板
300298.SZ,sz300298,300298,SZ,三诺生物,创业板
300299.SZ,sz300299,300299,SZ,富春股份,创业板
300300.SZ,sz300300,300300,SZ,海峡创新,创业板
300301.SZ,sz300301,300301,SZ,ST长方,创业板
300302.SZ,sz300302,300302,SZ,同有科技,创业板
300303.SZ,sz300303,300303,SZ,聚飞光电,创业板
300304.SZ,sz300304,300304,SZ,云意电气,创业板
300305.SZ,sz300305,300305,SZ,裕兴股份,创业板
300306.SZ,sz300306,300306,SZ,远方信息,创业板
300307.SZ,sz300307,300307,SZ,慈星股份,创业板
300308.SZ,sz300308,300308,SZ,中际旭创,创业板
300310.SZ,sz300310,300310,SZ,宜通世纪,创业板
300311.SZ,sz300311,300311,SZ,ST任子行,创业板
300313.SZ,sz300313,300313,SZ,天山生物,创业板
300314.SZ,sz300314,300314,SZ,戴维医疗,创业板
300315.SZ,sz300315,300315,SZ,掌趣科技,创业板
300316.SZ,sz300316,300316,SZ,晶盛机电,创业板
300317.SZ,sz300317,300317,SZ,珈伟新能,创业板
300318.SZ,sz300318,300318,SZ,博晖创新,创业板
300319.SZ,sz300319,300319,SZ,麦捷科技,创业板
300320.SZ,sz300320,300320,SZ,海达股份,创业板
300321.SZ,sz300321,300321,SZ,同大股份,创业板
300322.SZ,sz300322,300322,SZ,硕贝德,创业板
300323.SZ,sz300323,300323,SZ,华灿光电,创业板
300324.SZ,sz300324,300324,SZ,旋极信息,创业板
300326.SZ,sz300326,300326,SZ,ST凯利,创业板
300327.SZ,sz300327,300327,SZ,中颖电子,创业板
300328.SZ,sz300328,300328,SZ,宜安科技,创业板
300329.SZ,sz300329,300329,SZ,海伦钢琴,创业板
300331.SZ,sz300331,300331,SZ,苏大维格,创业板
300332.SZ,sz300332,300332,SZ,天壕能源,创业板
300333.SZ,sz300333,300333,SZ,兆日科技,创业板
300334.SZ,sz300334,300334,SZ,津膜科技,创业板
300335.SZ,sz300335,300335,SZ,迪森股份,创业板
300337.SZ,sz300337,300337,SZ,银邦股份,创业板
300338.SZ,sz300338,300338,SZ,*ST开元,创业板
300339.SZ,sz300339,300339,SZ,润和软件,创业板
300340.SZ,sz300340,300340,SZ,科恒股份,创业板
300341.SZ,sz300341,300341,SZ,麦克奥迪,创业板
300342.SZ,sz300342,300342,SZ,天银机电,创业板
300343.SZ,sz300343,300343,SZ,联创股份,创业板
300345.SZ,sz300345,300345,SZ,华民股份,创业板
300346.SZ,sz300346,300346,SZ,南大光电,创业板
300347.SZ,sz300347,300347,SZ,泰格医药,创业板
300348.SZ,sz300348,300348,SZ,长亮科技,创业板
300349.SZ,sz300349,300349,SZ,金卡智能,创业板
300350.SZ,sz300350,300350,SZ,华鹏飞,创业板
300351.SZ,sz300351,300351,SZ,永贵电器,创业板
300352.SZ,sz300352,300352,SZ,ST信源,创业板
300353.SZ,sz300353,300353,SZ,东土科技,创业板
300354.SZ,sz300354,300354,SZ,东华测试,创业板
300355.SZ,sz300355,300355,SZ,蒙草生态,创业板
300357.SZ,sz300357,300357,SZ,我武生物,创业板
300358.SZ,sz300358,300358,SZ,楚天科技,创业板
300359.SZ,sz300359,300359,SZ,全通教育,创业板
300360.SZ,sz300360,300360,SZ,炬华科技,创业板
300363.SZ,sz300363,300363,SZ,博腾股份,创业板
300364.SZ,sz300364,300364,SZ,中文在线,创业板
300365.SZ,sz300365,300365,SZ,恒华科技,创业板
300366.SZ,sz300366,300366,SZ,ST创意,创业板
300368.SZ,sz300368,300368,SZ,汇金股份,创业板
300369.SZ,sz300369,300369,SZ,绿盟科技,创业板
300370.SZ,sz300370,300370,SZ,安控科技,创业板
300371.SZ,sz300371,300371,SZ,汇中股份,创业板
300373.SZ,sz300373,300373,SZ,扬杰科技,创业板
300374.SZ,sz300374,300374,SZ,中铁装配,创业板
300375.SZ,sz300375,300375,SZ,鹏翎股份,创业板
300376.SZ,sz300376,300376,SZ,易事特,创业板
300377.SZ,sz300377,300377,SZ,赢时胜,创业板
300378.SZ,sz300378,300378,SZ,鼎捷数智,创业板
300380.SZ,sz300380,300380,SZ,安硕信息,创业板
300381.SZ,sz300381,300381,SZ,溢多利,创业板
300382.SZ,sz300382,300382,SZ,斯莱克,创业板
300383.SZ,sz300383,300383,SZ,光环新网,创业板
300384.SZ,sz300384,300384,SZ,三联虹普,创业板
300385.SZ,sz300385,300385,SZ,ST雪浪,创业板
300386.SZ,sz300386,300386,SZ,飞天诚信,创业板
300387.SZ,sz300387,300387,SZ,富邦科技,创业板
300388.SZ,sz300388,300388,SZ,节能国祯,创业板
300389.SZ,sz300389,300389,SZ,艾比森,创业板
300390.SZ,sz300390,300390,SZ,天华新能,创业板
300393.SZ,sz300393,300393,SZ,中来股份,创业板
300394.SZ,sz300394,300394,SZ,天孚通信,创业板
300395.SZ,sz300395,300395,SZ,菲利华,创业板
300396.SZ,sz300396,300396,SZ,ST迪瑞,创业板
300397.SZ,sz300397,300397,SZ,天和防务,创业板
300398.SZ,sz300398,300398,SZ,飞凯材料,创业板
300399.SZ,sz300399,300399,SZ,天利科技,创业板
300400.SZ,sz300400,300400,SZ,劲拓股份,创业板
300401.SZ,sz300401,300401,SZ,花园生物,创业板
300402.SZ,sz300402,300402,SZ,宝色股份,创业板
300403.SZ,sz300403,300403,SZ,汉宇集团,创业板
300404.SZ,sz300404,300404,SZ,博济医药,创业板
300405.SZ,sz300405,300405,SZ,科隆股份,创业板
300406.SZ,sz300406,300406,SZ,九强生物,创业板
300407.SZ,sz300407,300407,SZ,凯发电气,创业板
300408.SZ,sz300408,300408,SZ,三环集团,创业板
300409.SZ,sz300409,300409,SZ,道氏技术,创业板
300410.SZ,sz300410,300410,SZ,正业科技,创业板
300411.SZ,sz300411,300411,SZ,金盾股份,创业板
300412.SZ,sz300412,300412,SZ,迦南科技,创业板
300413.SZ,sz300413,300413,SZ,芒果超媒,创业板
300414.SZ,sz300414,300414,SZ,中光防雷,创业板
300415.SZ,sz300415,300415,SZ,伊之密,创业板
300416.SZ,sz300416,300416,SZ,苏试试验,创业板
300417.SZ,sz300417,300417,SZ,南华仪器,创业板
300418.SZ,sz300418,300418,SZ,昆仑万维,创业板
300419.SZ,sz300419,300419,SZ,ST浩丰,创业板
300420.SZ,sz300420,300420,SZ,五洋自控,创业板
300421.SZ,sz300421,300421,SZ,力星股份,创业板
300422.SZ,sz300422,300422,SZ,博世科,创业板
300423.SZ,sz300423,300423,SZ,昇辉科技,创业板
300424.SZ,sz300424,300424,SZ,航新科技,创业板
300425.SZ,sz300425,300425,SZ,中建环能,创业板
300426.SZ,sz300426,300426,SZ,华智数媒,创业板
300427.SZ,sz300427,300427,SZ,红相股份,创业板
300428.SZ,sz300428,300428,SZ,立中集团,创业板
300429.SZ,sz300429,300429,SZ,强力新材,创业板
300430.SZ,sz300430,300430,SZ,*ST益通,创业板
300432.SZ,sz300432,300432,SZ,富临精工,创业板
300433.SZ,sz300433,300433,SZ,蓝思科技,创业板
300434.SZ,sz300434,300434,SZ,金石亚药,创业板
300435.SZ,sz300435,300435,SZ,中泰股份,创业板
300436.SZ,sz300436,300436,SZ,广生堂,创业板
300437.SZ,sz300437,300437,SZ,清水源,创业板
300438.SZ,sz300438,300438,SZ,鹏辉能源,创业板
300439.SZ,sz300439,300439,SZ,美康生物,创业板
300440.SZ,sz300440,300440,SZ,运达科技,创业板
300441.SZ,sz300441,300441,SZ,鲍斯股份,创业板
300442.SZ,sz300442,300442,SZ,润泽科技,创业板
300443.SZ,sz300443,300443,SZ,金雷股份,创业板
300444.SZ,sz300444,300444,SZ,双杰电气,创业板
300445.SZ,sz300445,300445,SZ,康斯特,创业板
300446.SZ,sz300446,300446,SZ,航天智造,创业板
300447.SZ,sz300447,300447,SZ,全信股份,创业板
300448.SZ,sz300448,300448,SZ,浩云科技,创业板
300449.SZ,sz300449,300449,SZ,汉邦高科,创业板
300450.SZ,sz300450,300450,SZ,先导智能,创业板
300451.SZ,sz300451,300451,SZ,创业慧康,创业板
300452.SZ,sz300452,300452,SZ,山河药辅,创业板
300453.SZ,sz300453,300453,SZ,三鑫医疗,创业板
300454.SZ,sz300454,300454,SZ,深信服,创业板
300455.SZ,sz300455,300455,SZ,航天智装,创业板
300456.SZ,sz300456,300456,SZ,赛微电子,创业板
300457.SZ,sz300457,300457,SZ,赢合科技,创业板
300458.SZ,sz300458,300458,SZ,全志科技,创业板
300459.SZ,sz300459,300459,SZ,汤姆猫,创业板
300460.SZ,sz300460,300460,SZ,ST惠伦,创业板
300461.SZ,sz300461,300461,SZ,田中精机,创业板
300462.SZ,sz300462,300462,SZ,ST华铭,创业板
300463.SZ,sz300463,300463,SZ,迈克生物,创业板
300464.SZ,sz300464,300464,SZ,星徽股份,创业板
300465.SZ,sz300465,300465,SZ,高伟达,创业板
300466.SZ,sz300466,300466,SZ,赛摩智能,创业板
300467.SZ,sz300467,300467,SZ,迅游科技,创业板
300468.SZ,sz300468,300468,SZ,四方精创,创业板
300469.SZ,sz300469,300469,SZ,信息发展,创业板
300470.SZ,sz300470,300470,SZ,中密控股,创业板
300471.SZ,sz300471,300471,SZ,厚普股份,创业板
300472.SZ,sz300472,300472,SZ,*ST新元,创业板
300473.SZ,sz300473,300473,SZ,德尔股份,创业板
300474.SZ,sz300474,300474,SZ,景嘉微,创业板
300475.SZ,sz300475,300475,SZ,香农芯创,创业板
300476.SZ,sz300476,300476,SZ,胜宏科技,创业板
300477.SZ,sz300477,300477,SZ,ST合纵,创业板
300478.SZ,sz300478,300478,SZ,杭州高新,创业板
300479.SZ,sz300479,300479,SZ,神思电子,创业板
300480.SZ,sz300480,300480,SZ,光力科技,创业板
300481.SZ,sz300481,300481,SZ,濮阳惠成,创业板
300482.SZ,sz300482,300482,SZ,万孚生物,创业板
300483.SZ,sz300483,300483,SZ,首华燃气,创业板
300484.SZ,sz300484,300484,SZ,蓝海华腾,创业板
300485.SZ,sz300485,300485,SZ,赛升药业,创业板
300486.SZ,sz300486,300486,SZ,东杰智能,创业板
300487.SZ,sz300487,300487,SZ,蓝晓科技,创业板
300488.SZ,sz300488,300488,SZ,恒锋工具,创业板
300489.SZ,sz300489,300489,SZ,光智科技,创业板
300490.SZ,sz300490,300490,SZ,华自科技,创业板
300491.SZ,sz300491,300491,SZ,通合科技,创业板
300492.SZ,sz300492,300492,SZ,华图山鼎,创业板
300493.SZ,sz300493,300493,SZ,润欣科技,创业板
300494.SZ,sz300494,300494,SZ,盛天网络,创业板
300496.SZ,sz300496,300496,SZ,中科创达,创业板
300497.SZ,sz300497,300497,SZ,富祥股份,创业板
300498.SZ,sz300498,300498,SZ,温氏股份,创业板
300499.SZ,sz300499,300499,SZ,高澜股份,创业板
300500.SZ,sz300500,300500,SZ,启迪设计,创业板
300501.SZ,sz300501,300501,SZ,海顺新材,创业板
300502.SZ,sz300502,300502,SZ,新易盛,创业板
300503.SZ,sz300503,300503,SZ,昊志机电,创业板
300504.SZ,sz300504,300504,SZ,天邑股份,创业板
300505.SZ,sz300505,300505,SZ,川金诺,创业板
300506.SZ,sz300506,300506,SZ,名家汇,创业板
300507.SZ,sz300507,300507,SZ,苏奥传感,创业板
300508.SZ,sz300508,300508,SZ,维宏股份,创业板
300509.SZ,sz300509,300509,SZ,新美星,创业板
300510.SZ,sz300510,300510,SZ,金冠股份,创业板
300511.SZ,sz300511,300511,SZ,雪榕生物,创业板
300512.SZ,sz300512,300512,SZ,中亚股份,创业板
300513.SZ,sz300513,300513,SZ,恒实科技,创业板
300514.SZ,sz300514,300514,SZ,友讯达,创业板
300515.SZ,sz300515,300515,SZ,三德科技,创业板
300516.SZ,sz300516,300516,SZ,久之洋,创业板
300517.SZ,sz300517,300517,SZ,海波重科,创业板
300518.SZ,sz300518,300518,SZ,新迅达,创业板
300519.SZ,sz300519,300519,SZ,新光药业,创业板
300520.SZ,sz300520,300520,SZ,科大国创,创业板
300521.SZ,sz300521,300521,SZ,爱司凯,创业板
300522.SZ,sz300522,300522,SZ,世名科技,创业板
300523.SZ,sz300523,300523,SZ,辰安科技,创业板
300525.SZ,sz300525,300525,SZ,博思软件,创业板
300527.SZ,sz300527,300527,SZ,ST应急,创业板
300528.SZ,sz300528,300528,SZ,幸福蓝海,创业板
300529.SZ,sz300529,300529,SZ,健帆生物,创业板
300530.SZ,sz300530,300530,SZ,领湃科技,创业板
300531.SZ,sz300531,300531,SZ,优博讯,创业板
300532.SZ,sz300532,300532,SZ,今天国际,创业板
300533.SZ,sz300533,300533,SZ,冰川网络,创业板
300534.SZ,sz300534,300534,SZ,陇神戎发,创业板
300535.SZ,sz300535,300535,SZ,达威股份,创业板
300536.SZ,sz300536,300536,SZ,农尚环境,创业板
300537.SZ,sz300537,300537,SZ,广信材料,创业板
300538.SZ,sz300538,300538,SZ,同益股份,创业板
300539.SZ,sz300539,300539,SZ,横河精密,创业板
300540.SZ,sz300540,300540,SZ,蜀道装备,创业板
300541.SZ,sz300541,300541,SZ,先进数通,创业板
300542.SZ,sz300542,300542,SZ,新晨科技,创业板
300543.SZ,sz300543,300543,SZ,朗科智能,创业板
300545.SZ,sz300545,300545,SZ,联得装备,创业板
300546.SZ,sz300546,300546,SZ,雄帝科技,创业板
300547.SZ,sz300547,300547,SZ,川环科技,创业板
300548.SZ,sz300548,300548,SZ,长芯博创,创业板
300549.SZ,sz300549,300549,SZ,优德精密,创业板
300550.SZ,sz300550,300550,SZ,和仁科技,创业板
300551.SZ,sz300551,300551,SZ,古鳌科技,创业板
300552.SZ,sz300552,300552,SZ,万集科技,创业板
300553.SZ,sz300553,300553,SZ,集智股份,创业板
300554.SZ,sz300554,300554,SZ,三超新材,创业板
300555.SZ,sz300555,300555,SZ,ST路通,创业板
300556.SZ,sz300556,300556,SZ,丝路视觉,创业板
300557.SZ,sz300557,300557,SZ,理工光科,创业板
300558.SZ,sz300558,300558,SZ,贝达药业,创业板
300559.SZ,sz300559,300559,SZ,佳发教育,创业板
300560.SZ,sz300560,300560,SZ,中富通,创业板
300561.SZ,sz300561,300561,SZ,汇金科技,创业板
300562.SZ,sz300562,300562,SZ,乐心医疗,创业板
300563.SZ,sz300563,300563,SZ,神宇股份,创业板
300564.SZ,sz300564,300564,SZ,筑博设计,创业板
300565.SZ,sz300565,300565,SZ,科信技术,创业板
300566.SZ,sz300566,300566,SZ,激智科技,创业板
300567.SZ,sz300567,300567,SZ,精测电子,创业板
300568.SZ,sz300568,300568,SZ,星源材质,创业板
300569.SZ,sz300569,300569,SZ,天能重工,创业板
300570.SZ,sz300570,300570,SZ,太辰光,创业板
300571.SZ,sz300571,300571,SZ,平治信息,创业板
300572.SZ,sz300572,300572,SZ,安车检测,创业板
300573.SZ,sz300573,300573,SZ,兴齐眼药,创业板
300575.SZ,sz300575,300575,SZ,中旗股份,创业板
300576.SZ,sz300576,300576,SZ,容大感光,创业板
300577.SZ,sz300577,300577,SZ,开润股份,创业板
300578.SZ,sz300578,300578,SZ,会畅科技,创业板
300579.SZ,sz300579,300579,SZ,数字认证,创业板
300580.SZ,sz300580,300580,SZ,贝斯特,创业板
300581.SZ,sz300581,300581,SZ,晨曦航空,创业板
300582.SZ,sz300582,300582,SZ,英飞特,创业板
300583.SZ,sz300583,300583,SZ,赛托生物,创业板
300584.SZ,sz300584,300584,SZ,海辰药业,创业板
300585.SZ,sz300585,300585,SZ,奥联电子,创业板
300586.SZ,sz300586,300586,SZ,美联新材,创业板
300587.SZ,sz300587,300587,SZ,天铁科技,创业板
300588.SZ,sz300588,300588,SZ,熙菱信息,创业板
300589.SZ,sz300589,300589,SZ,江龙船艇,创业板
300590.SZ,sz300590,300590,SZ,移为通信,创业板
300591.SZ,sz300591,300591,SZ,万里马,创业板
300592.SZ,sz300592,300592,SZ,华凯易佰,创业板
300593.SZ,sz300593,300593,SZ,新雷能,创业板
300594.SZ,sz300594,300594,SZ,ST朗进,创业板
300595.SZ,sz300595,300595,SZ,欧普康视,创业板
300596.SZ,sz300596,300596,SZ,利安隆,创业板
300597.SZ,sz300597,300597,SZ,吉大通信,创业板
300598.SZ,sz300598,300598,SZ,诚迈科技,创业板
300599.SZ,sz300599,300599,SZ,雄塑科技,创业板
300600.SZ,sz300600,300600,SZ,国瑞科技,创业板
300601.SZ,sz300601,300601,SZ,康泰生物,创业板
300602.SZ,sz300602,300602,SZ,飞荣达,创业板
300603.SZ,sz300603,300603,SZ,立昂技术,创业板
300604.SZ,sz300604,300604,SZ,长川科技,创业板
300605.SZ,sz300605,300605,SZ,恒锋信息,创业板
300606.SZ,sz300606,300606,SZ,金太阳,创业板
300607.SZ,sz300607,300607,SZ,拓斯达,创业板
300608.SZ,sz300608,300608,SZ,思特奇,创业板
300609.SZ,sz300609,300609,SZ,汇纳科技,创业板
300610.SZ,sz300610,300610,SZ,晨化股份,创业板
300611.SZ,sz300611,300611,SZ,美力科技,创业板
300612.SZ,sz300612,300612,SZ,宣亚国际,创业板
300613.SZ,sz300613,300613,SZ,富瀚微,创业板
300614.SZ,sz300614,300614,SZ,百川畅银,创业板
300615.SZ,sz300615,300615,SZ,欣天科技,创业板
300616.SZ,sz300616,300616,SZ,尚品宅配,创业板
300617.SZ,sz300617,300617,SZ,安靠智电,创业板
300618.SZ,sz300618,300618,SZ,寒锐钴业,创业板
300619.SZ,sz300619,300619,SZ,金银河,创业板
300620.SZ,sz300620,300620,SZ,光库科技,创业板
300621.SZ,sz300621,300621,SZ,维业股份,创业板
300622.SZ,sz300622,300622,SZ,博士眼镜,创业板
300623.SZ,sz300623,300623,SZ,捷捷微电,创业板
300624.SZ,sz300624,300624,SZ,万兴科技,创业板
300625.SZ,sz300625,300625,SZ,三雄极光,创业板
300626.SZ,sz300626,300626,SZ,华瑞股份,创业板
300627.SZ,sz300627,300627,SZ,华测导航,创业板
300628.SZ,sz300628,300628,SZ,亿联网络,创业板
300629.SZ,sz300629,300629,SZ,新劲刚,创业板
300631.SZ,sz300631,300631,SZ,久吾高科,创业板
300632.SZ,sz300632,300632,SZ,光莆股份,创业板
300633.SZ,sz300633,300633,SZ,开立医疗,创业板
300634.SZ,sz300634,300634,SZ,彩讯股份,创业板
300635.SZ,sz300635,300635,SZ,中达安,创业板
300636.SZ,sz300636,300636,SZ,同和药业,创业板
300637.SZ,sz300637,300637,SZ,扬帆新材,创业板
300638.SZ,sz300638,300638,SZ,广和通,创业板
300639.SZ,sz300639,300639,SZ,凯普生物,创业板
300640.SZ,sz300640,300640,SZ,德艺文创,创业板
300641.SZ,sz300641,300641,SZ,正丹股份,创业板
300642.SZ,sz300642,300642,SZ,透景生命,创业板
300643.SZ,sz300643,300643,SZ,万通智控,创业板
300644.SZ,sz300644,300644,SZ,南京聚隆,创业板
300645.SZ,sz300645,300645,SZ,正元智慧,创业板
300647.SZ,sz300647,300647,SZ,超频三,创业板
300648.SZ,sz300648,300648,SZ,星云股份,创业板
300649.SZ,sz300649,300649,SZ,杭州园林,创业板
300650.SZ,sz300650,300650,SZ,太龙股份,创业板
300651.SZ,sz300651,300651,SZ,金陵体育,创业板
300652.SZ,sz300652,300652,SZ,雷迪克,创业板
300653.SZ,sz300653,300653,SZ,正海生物,创业板
300654.SZ,sz300654,300654,SZ,世纪天鸿,创业板
300655.SZ,sz300655,300655,SZ,晶瑞电材,创业板
300656.SZ,sz300656,300656,SZ,民德电子,创业板
300657.SZ,sz300657,300657,SZ,弘信电子,创业板
300658.SZ,sz300658,300658,SZ,延江股份,创业板
300659.SZ,sz300659,300659,SZ,中孚信息,创业板
300660.SZ,sz300660,300660,SZ,江苏雷利,创业板
300661.SZ,sz300661,300661,SZ,圣邦股份,创业板
300662.SZ,sz300662,300662,SZ,科锐国际,创业板
300663.SZ,sz300663,300663,SZ,科蓝软件,创业板
300664.SZ,sz300664,300664,SZ,鹏鹞环保,创业板
300665.SZ,sz300665,300665,SZ,飞鹿股份,创业板
300666.SZ,sz300666,300666,SZ,江丰电子,创业板
300667.SZ,sz300667,300667,SZ,必创科技,创业板
300668.SZ,sz300668,300668,SZ,杰恩股份,创业板
300669.SZ,sz300669,300669,SZ,沪宁股份,创业板
300670.SZ,sz300670,300670,SZ,大烨智能,创业板
300671.SZ,sz300671,300671,SZ,富满微,创业板
300672.SZ,sz300672,300672,SZ,国科微,创业板
300673.SZ,sz300673,300673,SZ,佩蒂股份,创业板
300674.SZ,sz300674,300674,SZ,宇信科技,创业板
300675.SZ,sz300675,300675,SZ,建科院,创业板
300676.SZ,sz300676,300676,SZ,华大基因,创业板
300677.SZ,sz300677,300677,SZ,英科医疗,创业板
300678.SZ,sz300678,300678,SZ,中科信息,创业板
300679.SZ,sz300679,300679,SZ,电连技术,创业板
300680.SZ,sz300680,300680,SZ,隆盛科技,创业板
300681.SZ,sz300681,300681,SZ,英搏尔,创业板
300682.SZ,sz300682,300682,SZ,朗新科技,创业板
300683.SZ,sz300683,300683,SZ,海特生物,创业板
300684.SZ,sz300684,300684,SZ,中石科技,创业板
300685.SZ,sz300685,300685,SZ,艾德生物,创业板
300686.SZ,sz300686,300686,SZ,智动力,创业板
300687.SZ,sz300687,300687,SZ,赛意信息,创业板
300688.SZ,sz300688,300688,SZ,创业黑马,创业板
300689.SZ,sz300689,300689,SZ,澄天伟业,创业板
300690.SZ,sz300690,300690,SZ,双一科技,创业板
300691.SZ,sz300691,300691,SZ,联合光电,创业板
300692.SZ,sz300692,300692,SZ,中赋科技,创业板
300693.SZ,sz300693,300693,SZ,盛弘股份,创业板
300694.SZ,sz300694,300694,SZ,蠡湖股份,创业板
300695.SZ,sz300695,300695,SZ,兆丰股份,创业板
300696.SZ,sz300696,300696,SZ,爱乐达,创业板
300697.SZ,sz300697,300697,SZ,电工合金,创业板
300698.SZ,sz300698,300698,SZ,万马科技,创业板
300699.SZ,sz300699,300699,SZ,光威复材,创业板
300700.SZ,sz300700,300700,SZ,岱勒新材,创业板
300701.SZ,sz300701,300701,SZ,森霸传感,创业板
300702.SZ,sz300702,300702,SZ,天宇股份,创业板
300703.SZ,sz300703,300703,SZ,创源股份,创业板
300705.SZ,sz300705,300705,SZ,九典制药,创业板
300706.SZ,sz300706,300706,SZ,阿石创,创业板
300707.SZ,sz300707,300707,SZ,威唐工业,创业板
300708.SZ,sz300708,300708,SZ,聚灿光电,创业板
300709.SZ,sz300709,300709,SZ,精研科技,创业板
300710.SZ,sz300710,300710,SZ,万隆光电,创业板
300711.SZ,sz300711,300711,SZ,广哈通信,创业板
300712.SZ,sz300712,300712,SZ,永福股份,创业板
300713.SZ,sz300713,300713,SZ,英可瑞,创业板
300715.SZ,sz300715,300715,SZ,凯伦股份,创业板
300716.SZ,sz300716,300716,SZ,*ST泉为,创业板
300717.SZ,sz300717,300717,SZ,华信新材,创业板
300718.SZ,sz300718,300718,SZ,长盛轴承,创业板
300719.SZ,sz300719,300719,SZ,安达维尔,创业板
300720.SZ,sz300720,300720,SZ,海川智能,创业板
300721.SZ,sz300721,300721,SZ,怡达股份,创业板
300722.SZ,sz300722,300722,SZ,新余国科,创业板
300723.SZ,sz300723,300723,SZ,一品红,创业板
300724.SZ,sz300724,300724,SZ,捷佳伟创,创业板
300725.SZ,sz300725,300725,SZ,药石科技,创业板
300726.SZ,sz300726,300726,SZ,宏达电子,创业板
300727.SZ,sz300727,300727,SZ,润禾材料,创业板
300729.SZ,sz300729,300729,SZ,乐歌股份,创业板
300730.SZ,sz300730,300730,SZ,科创信息,创业板
300731.SZ,sz300731,300731,SZ,科创新源,创业板
300732.SZ,sz300732,300732,SZ,设研院,创业板
300733.SZ,sz300733,300733,SZ,西菱动力,创业板
300735.SZ,sz300735,300735,SZ,光弘科技,创业板
300736.SZ,sz300736,300736,SZ,百邦科技,创业板
300737.SZ,sz300737,300737,SZ,科顺股份,创业板
300738.SZ,sz300738,300738,SZ,奥飞数据,创业板
300739.SZ,sz300739,300739,SZ,明阳电路,创业板
300740.SZ,sz300740,300740,SZ,水羊股份,创业板
300741.SZ,sz300741,300741,SZ,华宝股份,创业板
300743.SZ,sz300743,300743,SZ,天地数码,创业板
300745.SZ,sz300745,300745,SZ,欣锐科技,创业板
